"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-001124";"2025-08-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0009";"Each";4;5.21;3.8;"Shipped";"OUT-001124";"UPS";"Priority";"2025-08-22";"2025-08-26";4;"UPS2283410052";7.6;5.55;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001125";"2025-07-05";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0027";"Each";3;10.6;7.74;"Shipped";"OUT-001125";"Canada Post";"Priority";"2025-07-05";"2025-07-08";3;"CAN5362039120";8.97;6.55;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-001126";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0015";"Each";4;9.64;7.04;"Shipped";"OUT-001126";"Canada Post";"Ground";"2025-08-09";"2025-08-11";4;"CAN2042329379";11.05;8.07;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001127";"2025-07-15";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0020";"Each";3;3.13;2.28;"Shipped";"OUT-001127";"Purolator";"Express";"2025-07-17";"2025-07-20";3;"PUR7527935857";12.69;9.26;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001128";"2025-05-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0012";"Each";4;8.46;6.18;"Shipped";"OUT-001128";"Purolator";"Ground";"2025-06-01";"2025-06-02";4;"PUR2700072887";17.06;12.45;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-001129";"2025-06-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0003";"Each";3;6.78;4.95;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-001130";"2025-07-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";3;2.3;1.68;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001131";"2025-06-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0018";"Each";1;9.5;6.94;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001132";"2025-08-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";3;12.42;9.07;"Shipped";"OUT-001132";"UPS";"Priority";"2025-08-20";"2025-08-25";3;"UPS9853204202";8.54;6.23;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001133";"2025-07-19";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0003";"Each";4;7.87;5.75;"Shipped";"OUT-001133";"Purolator";"Priority";"2025-07-20";"2025-07-24";4;"PUR7395039282";8.95;6.53;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-001134";"2025-06-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";5;11.87;8.67;"Shipped";"OUT-001134";"UPS";"Priority";"2025-06-10";"2025-06-12";5;"UPS7064289522";15.52;11.33;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-001135";"2025-05-29";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0011";"Each";4;6.58;4.8;"Shipped";"OUT-001135";"Purolator";"Priority";"2025-05-31";"2025-06-02";4;"PUR4371245648";12.65;9.23;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001136";"2025-08-27";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0026";"Each";2;8.44;6.16;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-001137";"2025-08-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0022";"Each";5;5.92;4.32;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-001138";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0010";"Each";3;11.12;8.12;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-001139";"2025-08-27";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0028";"Each";1;15.11;11.03;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001140";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0012";"Each";5;6.91;5.04;"Shipped";"OUT-001140";"Purolator";"Ground";"2025-08-08";"2025-08-11";5;"PUR2532950955";13.26;9.68;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-001141";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0009";"Each";3;4.39;3.2;"Shipped";"OUT-001141";"Purolator";"Ground";"2025-08-02";"2025-08-07";3;"PUR7023910391";12.44;9.08;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001142";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0006";"Each";5;2.11;1.54;"Shipped";"OUT-001142";"FedEx";"Priority";"2025-06-26";"2025-07-01";5;"FED6728126054";16.74;12.22;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001143";"2025-06-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0007";"Each";2;7.1;5.18;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001144";"2025-08-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0007";"Each";4;5.75;4.2;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001145";"2025-07-19";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0007";"Each";5;6.11;4.46;"Shipped";"OUT-001145";"FedEx";"Express";"2025-07-19";"2025-07-20";5;"FED5705461137";14.67;10.71;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001146";"2025-08-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";3;2.25;1.64;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-001147";"2025-05-29";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0009";"Each";1;3.84;2.8;"Shipped";"OUT-001147";"UPS";"Priority";"2025-05-30";"2025-06-02";1;"UPS6893761268";16.89;12.33;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001148";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0018";"Each";2;8.81;6.43;"Shipped";"OUT-001148";"Canada Post";"Ground";"2025-08-08";"2025-08-10";2;"CAN6855984631";15.3;11.17;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001149";"2025-07-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";5;3.37;2.46;"Shipped";"OUT-001149";"UPS";"Priority";"2025-08-01";"2025-08-03";5;"UPS3411232473";17.64;12.88;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001150";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0004";"Each";3;11.92;8.7;"Shipped";"OUT-001150";"Purolator";"Express";"2025-07-30";"2025-07-31";3;"PUR8345082649";16.3;11.9;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-001151";"2025-07-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0010";"Each";2;11.42;8.34;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-001152";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";5;4.94;3.61;"Shipped";"OUT-001152";"UPS";"Express";"2025-07-01";"2025-07-03";5;"UPS6763593016";10.76;7.85;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001153";"2025-05-29";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0008";"Each";3;11.95;8.72;"Shipped";"OUT-001153";"Canada Post";"Express";"2025-05-30";"2025-06-02";3;"CAN5155075613";8.63;6.3;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-001154";"2025-07-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";1;11.45;8.36;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001155";"2025-05-31";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0014";"Each";1;12.18;8.89;"Shipped";"OUT-001155";"Canada Post";"Priority";"2025-05-31";"2025-06-03";1;"CAN6646375324";8.42;6.15;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001156";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0028";"Each";2;14.93;10.9;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001157";"2025-06-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";1;7.06;5.15;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001158";"2025-06-22";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0011";"Each";3;6.03;4.4;"Shipped";"OUT-001158";"Purolator";"Priority";"2025-06-24";"2025-06-25";3;"PUR5204362588";17.05;12.45;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001159";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";3;7.35;5.37;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-001160";"2025-07-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0019";"Each";1;2.68;1.96;"Shipped";"OUT-001160";"Canada Post";"Express";"2025-07-21";"2025-07-25";1;"CAN9660526582";10.04;7.33;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-001161";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0014";"Each";2;14.49;10.58;"Shipped";"OUT-001161";"Purolator";"Ground";"2025-08-13";"2025-08-14";2;"PUR8995740848";10.28;7.5;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001162";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";3;13.86;10.12;"Shipped";"OUT-001162";"Purolator";"Express";"2025-08-14";"2025-08-15";3;"PUR8718302049";12.11;8.84;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001163";"2025-06-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0022";"Each";2;5.37;3.92;"Shipped";"OUT-001163";"Purolator";"Ground";"2025-06-03";"2025-06-06";2;"PUR5139261578";11.42;8.34;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-001164";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";3;14.09;10.29;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-001165";"2025-07-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0017";"Each";2;3.78;2.76;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001166";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0011";"Each";2;6.55;4.78;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001167";"2025-06-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0016";"Each";4;9.43;6.88;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-001168";"2025-06-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0005";"Each";2;11.66;8.51;"Shipped";"OUT-001168";"Canada Post";"Priority";"2025-07-01";"2025-07-04";2;"CAN1080976644";11.63;8.49;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-001169";"2025-08-18";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0008";"Each";2;12.13;8.85;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-001170";"2025-07-09";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0015";"Each";5;9.91;7.23;"Shipped";"OUT-001170";"UPS";"Ground";"2025-07-09";"2025-07-10";5;"UPS2831203601";8.47;6.18;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001171";"2025-06-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0010";"Each";1;12.94;9.45;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-001172";"2025-06-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0028";"Each";2;11.29;8.24;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001173";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";1;9.2;6.72;"Shipped";"OUT-001173";"UPS";"Ground";"2025-07-10";"2025-07-12";1;"UPS1841226947";17.16;12.53;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001174";"2025-07-29";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";2;2.68;1.96;"Shipped";"OUT-001174";"UPS";"Express";"2025-07-29";"2025-08-03";2;"UPS1552403739";8.09;5.91;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001175";"2025-08-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0020";"Each";2;3.48;2.54;"Shipped";"OUT-001175";"Purolator";"Priority";"2025-08-05";"2025-08-07";2;"PUR8048312477";13.78;10.06;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001176";"2025-08-26";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";1;15.09;11.02;"Shipped";"OUT-001176";"FedEx";"Express";"2025-08-27";"2025-08-31";1;"FED2490188028";9.29;6.78;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001177";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0027";"Each";4;11.22;8.19;"Shipped";"OUT-001177";"Purolator";"Ground";"2025-06-06";"2025-06-08";4;"PUR5624753576";17.07;12.46;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-001178";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";3;6.52;4.76;"Shipped";"OUT-001178";"UPS";"Priority";"2025-07-16";"2025-07-18";3;"UPS6167386904";13.12;9.58;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001179";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0028";"Each";2;15.13;11.04;"Shipped";"OUT-001179";"Purolator";"Priority";"2025-08-16";"2025-08-21";2;"PUR3970814601";11.89;8.68;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001180";"2025-06-26";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0030";"Each";5;13.89;10.14;"Shipped";"OUT-001180";"UPS";"Priority";"2025-06-26";"2025-06-29";5;"UPS7481647754";12.09;8.83;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-001181";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0004";"Each";1;10.84;7.91;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-001182";"2025-07-15";"B2C";"Ecommerce-CA";"Consumer";"VAN";"NU";"COS-0012";"Each";3;6.96;5.08;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-001183";"2025-06-30";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";4;3.54;2.58;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-001184";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0002";"Each";5;9.57;6.99;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001185";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0020";"Each";3;2.82;2.06;"Shipped";"OUT-001185";"Purolator";"Ground";"2025-06-26";"2025-06-30";3;"PUR5906388347";12.3;8.98;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001186";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0014";"Each";4;12.46;9.1;"Shipped";"OUT-001186";"FedEx";"Priority";"2025-08-15";"2025-08-17";4;"FED6068475301";17.43;12.72;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001187";"2025-08-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"PE";"COS-0017";"Each";4;3.11;2.27;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001188";"2025-07-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0010";"Each";1;15.32;11.18;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-001189";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";2;3.9;2.85;"Shipped";"OUT-001189";"FedEx";"Ground";"2025-06-22";"2025-06-26";2;"FED2084026329";8.7;6.35;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001190";"2025-07-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0026";"Each";3;9.09;6.64;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-001191";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";3;12.07;8.81;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001192";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0008";"Each";1;11.87;8.67;"Shipped";"OUT-001192";"Purolator";"Express";"2025-08-22";"2025-08-27";1;"PUR7691989310";10.15;7.41;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-001193";"2025-08-15";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0012";"Each";1;8.97;6.55;"Shipped";"OUT-001193";"FedEx";"Ground";"2025-08-17";"2025-08-22";1;"FED1673465021";11.66;8.51;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-001194";"2025-06-22";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0020";"Each";1;3.67;2.68;"Shipped";"OUT-001194";"FedEx";"Express";"2025-06-23";"2025-06-27";1;"FED3067270930";18.0;13.14;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001195";"2025-08-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";1;4.28;3.12;"Shipped";"OUT-001195";"FedEx";"Priority";"2025-08-25";"2025-08-27";1;"FED8279172944";12.32;8.99;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001196";"2025-06-05";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";1;3.42;2.5;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001197";"2025-06-26";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";3;4.07;2.97;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-001198";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0013";"Each";1;3.28;2.39;"Shipped";"OUT-001198";"FedEx";"Express";"2025-08-09";"2025-08-14";1;"FED6887085444";11.8;8.61;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-001199";"2025-06-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0023";"Each";3;2.8;2.04;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-001200";"2025-08-26";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0014";"Each";2;13.06;9.53;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
